text,label
"Seattle Perl Users Group Contains details on the list server, meetings, talks, and past events, plus images, reviews, and source code. Located in Washington. ",13
"Jungo Offers driver development tools, residential gateway software platform, and embedded software components. Offers product support and downloads. ",2
"Network Appliance Inc. Network-attached, end-to-end data management solutions. ",8
123Designing.com Domain Names Center Domain name registration service for individuals and businesses that wish to have a unique address and a branded identity on the Internet for a low price. ,9
"Design Automation Conference (DAC) The major commercial show and academic conference in the U.S. The 39th DAC will be held June 10-14, 2002, in New Orleans. ",1
"TrueContext Develops software platforms to manage the distribution of applications and digital goods to next-generation mobile devices such as those powered by Palm, Microsoft, Symbian, and Linux. ",10
"Future Light Developer of a lighting design software package and a lighting rentals add-on for the A4 accounting package. Also, manufacturer and distributor of orchestra shell lighting and other products. ",16
"The History of Yahoo! The official history describes how Yahoo! started as an Internet bookmarks list for two Stanford University students and became a global Internet communications, commerce and media company. ",2
Mozilla Developer News News releases on Mozilla's projects and products from the Mozilla Developer Center. ,12
"K2Share Combines custom web applications with consulting services. Located in Texas, United States. ",6
Wikipedia about SHN Read an article about Shorten (extension .shn) file format used to losslessly compress audio files. ,11
"CyberSurf Corporation CyberSurf provides Canadian businesses and individuals with Cable, DSL and Dial-up Internet Service. ",9
"Consulting Academy Offers training in project execution and consulting skills to information technology project teams. Public and on-site workshops. Located in Texas, United States. ",6
"phpRPG A multiplayer fantasy roleplaying game driven by PHP and MySQL, with aims to develop a web-based game engine which shares common qualities between multiple user dungeons (MUDs), paper and pen RPGs and computer RPGs. [GPL] ",12
"Oakpointe Consulting, LLC Implementation and consulting for DBA Next Generation and DBA Classic ERP manufacturing software. ",4
Linux From Scratch: LFS Assemble your own Linux system. Includes all software and an easy to follow guide. ,16
Distributedcomputing.info Kirk Pearson's directory of current distributed computing projects as well as news articles and related materials. ,3
UWOBO XSL Processor Invoked via URL giving the URI of an XML document and a list of stylesheets to be applied. Requires Tomcat and Xerces/Xalan. ,5
"Talukder, Ashit Jet Propulsion Laboratory - Robotics, AI, Computer Vision, Signal and Image Processing, Data Mining, Neural Networks, and Pattern Recognition ",3
"The EKHO Institute An Autodesk Premier Training Center offering AutoCAD and 3D Studio Max training in Ottawa, Canada. ",1
"TransMagic, Inc. Translators to convert 3D models between AutoCAD, SolidWorks, CATIA, Unigraphics, Pro Engineer, IGES, STEP and ACIS. ",1
"Web2Printer A PHP program that gives visitors the ability to view that same page in a ""printer-friendly"" format. ",16
Albany Software Limited Provides software for electronic automation of business processes. Albany is a Sage Developer and Pegasus e-commerce partner. ,16
Fractone Downloadable free mp3 files suitable for direct use as ringtones. No membership or fees are required. ,10
"ICDT 2001 The 8th International Conference on Database Theory. London, UK; 4--6 January, 2001. ",3
"Lextel, Inc. Supplier of ISys Integrated System Infrastructure Software for embedded and real time systems. Includes CLI tools, Client/Server Event Logging, and Interprocessor Messaging. ",2
"Active Voice Inc. Inserts voice mail, email and fax in your Lotus Notes mailbox. ",5
IBM BookManager BookServer Library All IBM Rexx manuals and redbooks. ,13
Microsoft Silverlight Official Microsoft Silverlight product site. ,11
"Element K Offers e-learning courses on a selection of compliance, IT technical and business topics. Includes course catalog, company history, and enrollment information. ",6
Raul Valdes-Perez CMU. ,0
PRO Menu Menu utilities and interface enhancements for recent AutoCAD versions. ,1
"Mobilemo Provides tools for creating personal or business WAP sites. Encourages user-interactivity through WAP polls, forms, file sharing, and other interactive WAP features. ",10
"Applisoft Europe srl Developers of design automation software that integrates with Pro/ENGINEER, including library of standard parts ",1
NNSYSID Toolbox A set of MATLAB tools for neural network based identification of nonlinear dynamic systems. ,0
Simply CMS SimplyCMS is a content management system designed for users with little or no Internet know-how. Users familiar with MS Word will feel right at home using our product. ,16
"Alta Technologies Offers new, used and refurbished IBM RS/6000, Hewlett Packard, Sun Microsystems and Cisco Systems equipment. ",8
"Web Pixies Attic Free graphics from floral sets to designer backgrounds, something for everyone. Divider and Entrance Pages as well. ",7
UNH Robotics Laboratory Researches the problem of vibration control in robotics through real-time control experiments and simulation. ,14
"Autopipe Software that calculates piping code stresses, loads, and deflections under static and dynamic loading conditions, with special features for buried pipeline analysis, wave loading, and fluid transients. ",1
"InfoSysSec: Firewall Security and the Internet A portal for professionals, features links, FAQs, tutorials, product information, magazine articles and downloads. ",15
"SignatureBar Offers graphical signature and userbar storage. Visitors can request signatures and userbars or upload their own. FAQ, discussion forums, and most popular files. ",7
Vision Numeric Type3 software for engraving and sculpting of fonts and graphic logos with CNC or laser cut machines [requires flash]. ,1
BestPrac.Org Learn about best practices in spam prevention and eradication. ,9
"Kubotek USA Product information from the creators of the CAD/CAM package KeyCreator, formerly named Cadkey. ",1
MIDI Delight Offers a collection of free ringtones sorted by genre. ,10
Emacspeak Mailing List Archive An archive containing all the messages sent to the emacspeak mailing list by emacspeak users. ,12
"Psion Teklogix Offers bar code scanner/readers, speech recognition, vehicle computers, handheld computers, mobile ruggedized computers and RFID solutions for rugged and harsh environments. ",10
