file_name,text,class,Y
1619031.txt,"Mary C. Friesz, PhD, RD Wellness resource that provides services that include blood sugar control for diabetes, heart health, weight loss, and sports nutrition. ",Nutrition,7
1619319.txt,"Ohio State University Extension Fact Sheet: Vitamin C (Ascorbic Acid) Explains which foods contain ascorbic acid, how to get enough in our diet, and how to prepare foods to retain their vitamin C contents. ",Nutrition,7
1578324.txt,"Pyramid Healthcare Inpatient and outpatient treatment services for adults and adolescents for the treatment of drug, alcohol and mental health problems. ",Addictions,0
Health_1629063.txt,"Geri-Fit Vendor of a 45-minute weight training workout for older adults, also providing information on osteoporosis. ",Senior,12
Health_1628547.txt,"Extendedcare.com A resource with information on over 60,000 extended care providers in the United States. ",Senior,12
1578046.txt,"Norfolk and Haldimand Health and Social Services Located in Norfolk and Haldimand Area. An overview of the services offered for alcohol, drugs and gambling is offered. Contact information is available. ",Addictions,0
1622819.txt,"ProCom Transcribes dictation for audio files uploaded by the client. Description of the transcription process and employment opportunities. Offices in the Philippines, and British Columbia, Canada. ",Professions,9
Health_1628611.txt,Sunshine Care Assisted living California. ,Senior,12
1580758.txt,"Ascend Coaching Personal, business, career, executive and parent coaching. Also offers teleclasses. (Littleton) ",Alternative,1
1607276.txt,"Emergency Physicians Medical Group, PC EPMG is a full service, regional medical group owned and managed by physicians. About the medical directors and emergency physicians work cooperatively with hospital administration, nursing, and the local medical staff to create a patient-oriented team delivering care. (Ann Arbor, Michigan) ",Medicine,4
1586273.txt,"The Cat Hospital Specialist feline clinic at Cork. Provides details of the services offered, the doctors, staff, location and hours. ",Animal,2
Health_1614907.txt,"Evidence-Based Psychosocial Treatment for Children and Adolescents with AD/HD Fact sheet explains behavior therapy for kids and teens with these disorders. Includes behavior treatment and modification, training parents, school and child interventions, medication, and suggested reading. ",Mental,5
1622472.txt,"Heather S. Turner Provides information on services available in Sicily, Italy. ",Professions,9
1618014.txt,"CEMEC - Critical Care and Emergency Medical Education Consultants Courses offered: ACLS, PALS, AED, BLS, FACTS, 12 Lead EKG, ICU and Emergency nursing core course. (Visalia, CA) ",Nursing,6
1582140.txt,"Find the Guru Within Los Angeles, California, and Sedona, Arizona. Mark J. Zyga, certified master hypnotist, past life regression, guided imagery, yoga and meditation. Biography, tools, treatments, list of hypnotherapy applications. ",Alternative,1
and_Diseases_1596821.txt,"Vetstream - Leishmaniasis Provides up-to-date information on canine leishmaniasis and its control, information on the disease in man, vectors and causative agents, treatment and geographical distribution of the disease. Input provided by Gad Baneth, Robert Killick-Kendrick, David Lindsay and Susan Shaw. ",Conditions,3
and_Diseases_1601652.txt,"Psoriatic Arthritis by Dr Doc On-Line Explains the association of arthritis with psoriasis. Includes symptoms, treatments, and example photos. ",Conditions,3
1618417.txt,"California Board of Vocational Nursing Contact information, board members, schools, complaint information, disciplinary action and refresher courses. ",Nursing,6
1618308.txt,"Nurse Jokes Hosted by nurses, site accepts medical hummer contributions. ",Nursing,6
1618464.txt,"Tennessee Board of Nursing Board members, calendar, meeting minutes, policy statements, schools, peer assistance, rules and regulations. ",Nursing,6
1622940.txt,"Vennar Provides software and data entry services for transcription, coding, billing, and medical records management. Products, services, resources, and client login. ",Professions,9
Health_1615290.txt,Anorexia On-Line Support Group Network Allows anorexics and their family members to interact and offer support to each other. Includes personal stories and testimonials and other online support. ,Mental,5
and_Diseases_1590310.txt,"Coping With Hope A faith focused resource for cancer. Offers testimonies, forum, book reviews and tips for survivors. ",Conditions,3
1622286.txt,ChainDrugStore.net Communications network designed by and for the retail pharmacy. ,Pharmacy,8
and_Diseases_1598444.txt,Anterior Hip Pain Full text article from the American Family Physician. ,Conditions,3
Health_1627622.txt,"New Hope Surrogacy Center Lexington, OH agency providing surrogate and egg donation case management. Includes database, staff profiles, and application. ",Reproductive,11
1623398.txt,TheraCare Physical Therapy Ohio based private practice. Online store for rehabilitation and sports medicine products. ,Professions,9
Health_1614011.txt,PSYETA -- Psychologists for the Ethical Treatment of Animals A non-profit organization comprised of psychologists working in cooperation with other professional and animal rights organizations to change the way individuals and society as a whole treat nonhuman animals. PSYETA offers the first-ever psychological counseling program for treating animal abusers. ,Mental,5
Health_and_Safety_1624995.txt,"Thiensville Volunteer Fire Department Includes a brief introduction to the department. Provides equipment photos, an events calendar, members and directions. ",Public,10
1585220.txt,"Equine Wellness Services Nancy Hall, certified equine therapist, uses Electro-Acuscope Myopulse Therapy System to aid in correcting a wide range of neuromuscular conditions commonly affecting athletic horses. Located in Beaumont, CA, USA. ",Animal,2
1579215.txt,HealthPhone.com Professional and consumer information on Chinese and alternative medicine. Multilingual site. ,Alternative,1
and_Diseases_1591192.txt,"Angiosarcoma Provides outline of disease, characteristics, stains, diagnosis, prognosis, and treatment. ",Conditions,3
Health_and_Safety_1623807.txt,"NJDHSS, Office of Emergency Medical Services The State of New Jersey, Office of EMS. CEU listings, EMT-B course sites for the State of NJ. ",Public,10
1577512.txt,Columbus Meeting schedules. How to contact someone to discuss an alcohol problem. Gives other background about AA. ,Addictions,0
1607330.txt,General Practice Notebook - Endocrinology Coverage of this medical speciality. ,Medicine,4
Health_and_Safety_1623698.txt,Health Training Inventory of Postgraduate Training Programs in International Health. ,Public,10
and_Diseases_1599818.txt,"Parkinson's and Movement Disorder Institute Dedicated to the research, education, and treatment of neurological disorders affecting movement. ",Conditions,3
1577201.txt,Statewide Find meeting and phone numbers. People who worry about an alcoholic have found the tools to help themselves. By Utah Area of Al-Anon Alateen. ,Addictions,0
Health_1616477.txt,"Suite 101: Personality Disorders Contains a weblog, articles and a discussion area. ",Mental,5
and_Diseases_1596131.txt,"The Lancet: Infectious Diseases A monthly infectious diseases journal, renowned for the publication of high-quality peer-reviewed reviews and analysis from around the world. ",Conditions,3
Health_and_Safety_1624019.txt,"Capital City Fire and Rescue Located in Juneau. Includes information on district histories, stations and apparatus, personnel, special operations, photo gallery, statistics and links. ",Public,10
1585821.txt,"Tri-County Veterinary Medical Association TCVMA serves Whatcom, Skagit, Island, and San Juan Counties in Washington State. Provides information on membership, continuing education, meetings and events. ",Animal,2
1619273.txt,"Folic Acid Campaign Information on folic acid with FAQ, quiz, and current news regarding FDA regulations. ",Nutrition,7
1622525.txt,"Birthing Naturally Doula and childbirth education directory. Also resource pages covering breastfeeding, attachment parenting, and birth planning. ",Professions,9
